UID,Name,Position,Age,Height,Min WD,Wage,Personality,Expires,Mins,Club,Division,season,possession,Pas %,Hdr %,Tck R,Poss Lost/90,Poss Won/90,Hdr %,Hdrs  W/90,Tck R,Hdrs W/90,Tck/90,Blk/90,Poss Won/90,Poss Lost/90
29132088,Adam Anson,D (C),27,"6'0""",0,475,,30/6/2024,4559,Southport,Vanarama National League North,1,50,80.0,75.0,71.0,8.84,11.73,75.0,0.0,71.0,6.14,0.71,0.32,11.73,8.84
28094135,Evan Gumbs,D (C),26,"5'10""",0,180,,30/6/2024,3750,Warrington,Vanarama National League North,1,44,80.0,75.0,82.0,10.13,13.63,75.0,0.0,82.0,6.17,1.54,0.60,13.63,10.13
29023545,Shaun Brisley,D (C),34,"6'4""",0,350,,30/6/2024,3924,Alfreton,Vanarama National League North,1,51,81.0,75.0,68.0,8.3,12.18,75.0,0.0,68.0,7.36,0.69,0.41,12.18,8.3
31042036,Baris Altintop,D (RC),23,"6'2""",0,475,,30/6/2025,4353,Braintree,Vanarama National League South,1,50,87.0,75.0,76.0,4.84,18.53,75.0,0.0,76.0,5.71,1.08,0.41,18.53,4.84
2000255196,Jet Dyer,D (LC),19,"6'4""",0,350,,30/6/2025,2224,Aveley,Vanarama National League South,1,44,87.0,75.0,81.0,8.54,13.15,75.0,0.0,81.0,6.07,1.7,0.45,13.15,8.54
29159369,Jordon Thompson,D (C),25,"6'2""",0,0,,-,2971,Weymouth,Vanarama National League South,1,50,83.0,74.0,69.0,5.15,12.42,74.0,0.0,69.0,6.54,0.82,0.51,12.42,5.15
5113683,Connell Rawlinson,D (C),32,"6'3""",0,925,,30/6/2025,2760,Yeovil,Vanarama National League South,1,50,80.0,74.0,83.0,2.61,16.3,74.0,0.0,83.0,6.33,1.08,0.42,16.3,2.61
89024046,Jordaan Brown,D (C),32,"6'2""",0,120,,30/6/2024,4145,Rushall,Vanarama National League North,1,50,79.0,74.0,79.0,10.9,13.85,74.0,0.0,79.0,7.93,0.98,0.76,13.85,10.9
31035171,Jacob Mensah,D (C),23,"6'0""",0,350,,-,4214,Dover,Vanarama National League South,1,49,81.0,74.0,78.0,4.83,16.19,74.0,0.0,78.0,6.49,1.15,0.45,16.19,4.83
2000239586,Finlay Heath,DM,20,"6'1""",0,120,,30/6/2024,3877,Southport,Vanarama National League North,1,50,84.0,74.0,77.0,8.47,9.73,74.0,0.0,77.0,5.04,2.09,0.44,9.73,8.47
29128162,Bailey Gooda,D (C),27,"5'9""",0,475,,30/6/2025,4539,Scarborough Athletic,Vanarama National League North,1,50,87.0,74.0,70.0,7.38,13.38,74.0,0.0,70.0,5.83,1.03,0.50,13.38,7.38
2000053510,Jay Haddow,D/WB (R),20,"6'1""",0,575,,30/6/2025,2731,Southport,Vanarama National League North,1,50,79.0,74.0,77.0,13.87,14.47,74.0,0.0,77.0,6.13,2.47,0.73,14.47,13.87
2000192695,Keilen Robinson,D (C),18,"6'1""",0,475,,30/6/2025,1080,Chester,Vanarama National League North,1,47,85.0,74.0,69.0,9.42,14.25,74.0,0.0,69.0,8.67,0.75,0.58,14.25,9.42
2000187733,Fuad Adeniyi,D (C),29,"6'0""",0,525,,30/6/2025,1668,Weymouth,Vanarama National League South,1,50,81.0,74.0,76.0,3.94,12.63,74.0,0.0,76.0,5.45,1.19,0.38,12.63,3.94
29072743,Zak Mills,D/WB (R),32,"6'0""",0,475,,30/6/2024,3732,Boston Utd,Vanarama National League North,1,58,82.0,74.0,78.0,20.57,14.61,74.0,0.0,78.0,5.88,1.74,1.04,14.61,20.57
2000106511,George Abbott,D (C),19,"6'1""",0,"1,000",,30/6/2026,3525,Tamworth,Vanarama National League North,1,51,89.0,74.0,67.0,6.13,13.63,74.0,0.0,67.0,7.48,0.71,0.54,13.63,6.13
90055831,Josh Granite,D (C),32,"6'0""",0,525,,30/6/2024,4220,Buxton,Vanarama National League North,1,48,77.0,74.0,73.0,10.02,12.73,74.0,0.0,73.0,7.06,0.64,0.32,12.73,10.02
2000139713,Narel Phillips,D (C),19,"6'0""",0,400,,30/6/2024,2280,Havant & W,Vanarama National League South,1,48,77.0,74.0,59.0,5.41,11.53,74.0,0.0,59.0,4.38,0.67,0.51,11.53,5.41
90083933,Morgan Williams,D (RC),24,"6'2""",0,"1,200",,30/6/2026,2220,Yeovil,Vanarama National League South,1,50,83.0,73.0,84.0,8.35,13.09,73.0,0.0,84.0,5.15,1.7,0.45,13.09,8.35
2000140692,Raphael Araoye,D (LC),19,"6'4""",0,525,,30/6/2025,3654,Havant & W,Vanarama National League South,1,48,86.0,73.0,76.0,3.79,21.4,73.0,0.0,76.0,6.18,0.96,0.54,21.4,3.79
28106284,Jalen Jones,D (C),25,"6'6""",0,180,,-,3240,Aveley,Vanarama National League South,1,44,82.0,73.0,67.0,4.17,14.19,73.0,0.0,67.0,6.86,0.81,0.50,14.19,4.17
29141826,Sam Bone,"D (RC), WB (R)",25,"6'5""",0,700,,30/6/2024,3108,Maidstone,Vanarama National League South,1,50,85.0,73.0,78.0,12.28,16.71,73.0,0.0,78.0,4.63,2.03,0.75,16.71,12.28
29233208,Kacper GruszczyÅski,D (L),20,"5'11""",0,250,,30/6/2024,3798,Warrington,Vanarama National League North,1,44,81.0,73.0,83.0,13.77,15.55,73.0,0.0,83.0,5.45,2.56,1.02,15.55,13.77
2000075967,Alex Touche,D (C),24,"6'4""",0,550,,30/6/2024,4039,Boston Utd,Vanarama National League North,1,58,89.0,73.0,83.0,6.55,14.02,73.0,0.0,83.0,9.23,0.96,0.53,14.02,6.55
29006267,Andrew Boyce,D (C),34,"6'4""",0,"1,200",,30/6/2024,2742,Scunthorpe,Vanarama National League North,1,64,87.0,73.0,82.0,9.42,13.88,73.0,0.0,82.0,7.55,1.02,0.43,13.88,9.42
28099015,Ben Pollock,"D (C), DM, M (C)",26,"6'1""",0,475,,30/6/2025,1202,Spennymoor,Vanarama National League North,1,46,79.0,73.0,71.0,9.88,11.83,73.0,0.0,71.0,6.66,0.75,0.45,11.83,9.88
28106570,Louis Hall,D/WB (L),25,"6'0""",0,180,,30/6/2024,3693,Banbury,Vanarama National League North,1,44,81.0,73.0,74.0,13.89,14.67,73.0,0.0,74.0,5.31,2.0,0.97,14.67,13.89
28110490,Scott Wilson,D (LC),24,"6'1""",0,400,,30/6/2024,4162,Chorley,Vanarama National League North,1,59,86.0,73.0,91.0,9.51,13.1,73.0,0.0,91.0,4.71,1.86,0.76,13.1,9.51
2000143990,Louis Hutchings,D (C),19,"6'1""",0,60,,30/6/2024,3855,Rushall,Vanarama National League North,1,50,81.0,73.0,82.0,8.89,12.19,73.0,0.0,82.0,5.77,1.17,0.51,12.19,8.89
2000144013,Zak Johnson,D (C),19,"6'2""",0,"1,200",,30/6/2026,3943,South Shields,Vanarama National League North,1,50,91.0,73.0,83.0,7.24,14.56,73.0,0.0,83.0,5.93,0.91,0.66,14.56,7.24
2000140700,Jamie Knight-Lebel,D (C),18,"6'2""",0,575,,30/6/2025,1809,Brackley,Vanarama National League North,1,45,83.0,73.0,73.0,9.65,15.42,73.0,0.0,73.0,9.70,1.19,0.35,15.42,9.65
29234385,Luis Fernandez,D (C),22,"6'1""",0,475,,30/6/2026,3629,Hampton & Richmond,Vanarama National League South,1,50,82.0,73.0,86.0,4.69,16.84,73.0,0.0,86.0,6.30,1.04,0.37,16.84,4.69
29193987,Keenan Ferguson,D (R),23,"6'0""",0,350,,30/6/2025,2236,Spennymoor,Vanarama National League North,1,46,83.0,73.0,88.0,12.48,14.45,73.0,0.0,88.0,4.79,3.22,0.68,14.45,12.48
90075628,Matt Curley,D/WB (R),28,"5'9""",0,230,,30/6/2024,3898,Tamworth,Vanarama National League North,1,51,82.0,72.0,81.0,13.53,15.7,72.0,0.0,81.0,5.68,1.64,0.67,15.7,13.53
2000142139,Bayley McCann,D/WB (L),18,"5'11""",0,600,,30/6/2026,1149,Scunthorpe,Vanarama National League North,1,64,88.0,72.0,78.0,9.79,13.79,72.0,0.0,78.0,3.45,2.27,0.78,13.79,9.79
2000260847,Lewis Hudson,D (L),25,"5'9""",0,475,,31/5/2025,3921,Hereford,Vanarama National League North,1,50,82.0,72.0,84.0,12.65,12.83,72.0,0.0,84.0,3.76,2.75,0.62,12.83,12.65
29173563,Ross Marshall,D (C),24,"6'3""",0,500,,30/6/2025,1698,Torquay,Vanarama National League South,1,52,83.0,72.0,86.0,4.08,14.05,72.0,0.0,86.0,6.52,1.01,0.58,14.05,4.08
2000108239,Oscar Halls,D (C),19,"6'2""",0,475,,30/6/2024,4050,Truro,Vanarama National League South,1,48,85.0,72.0,70.0,3.91,15.56,72.0,0.0,70.0,5.64,0.89,0.62,15.56,3.91
29003821,Mark Ellis,D (C),35,"6'2""",0,350,,30/6/2024,4133,Chorley,Vanarama National League North,1,59,85.0,72.0,81.0,8.95,10.65,72.0,0.0,81.0,5.07,0.94,0.35,10.65,8.95
29217916,Duncan Idehen,D (C),21,"5'10""",0,700,,30/6/2024,1525,Worthing,Vanarama National League South,1,50,81.0,72.0,92.0,5.08,14.28,72.0,0.0,92.0,5.19,1.3,0.59,14.28,5.08
2000140865,James Leonard,D (C),19,"5'9""",0,180,,30/6/2024,2938,Bishop's Stortford,Vanarama National League North,1,50,86.0,71.0,61.0,7.14,9.07,71.0,0.0,61.0,3.52,0.67,0.46,9.07,7.14
2000044172,Aidan Coyne,D (C),20,"6'0""",0,475,,30/6/2024,1220,Dover,Vanarama National League South,1,49,84.0,71.0,80.0,4.72,14.61,71.0,0.0,80.0,5.46,0.89,0.89,14.61,4.72
28047460,Andre Wisdom,D (RC),31,"6'1""",0,120,,30/6/2024,4344,Warrington,Vanarama National League North,1,44,81.0,71.0,83.0,10.77,13.74,71.0,0.0,83.0,6.07,1.91,0.56,13.74,10.77
29225855,Tom Harrison,D (C),23,"6'2""",0,325,,30/6/2025,1702,Truro,Vanarama National League South,1,48,79.0,71.0,96.0,5.66,11.0,71.0,0.0,96.0,5.71,1.27,0.32,11.0,5.66
2000105707,Richard Faakye,D (C),19,"6'0""",0,575,,30/6/2024,2669,Taunton,Vanarama National League South,1,50,81.0,71.0,67.0,4.69,16.96,71.0,0.0,67.0,6.00,0.74,0.81,16.96,4.69
29218210,Nico Jones,D (C),22,"6'3""",0,0,,-,1770,Welling,Vanarama National League South,1,46,79.0,71.0,83.0,5.19,17.34,71.0,0.0,83.0,6.76,1.27,0.46,17.34,5.19
28037033,Adam Blakeman,D/WB (L),32,"5'11""",0,525,,30/6/2024,1557,Chorley,Vanarama National League North,1,59,84.0,71.0,82.0,16.07,11.62,71.0,0.0,82.0,3.47,2.31,0.52,11.62,16.07
29231812,Luke Haines,"D (C), DM, M (C)",23,"6'1""",0,230,,30/6/2024,3791,Chippenham,Vanarama National League South,1,51,88.0,70.0,73.0,7.72,10.21,70.0,0.0,73.0,3.89,1.76,0.38,10.21,7.72
29139507,George Fowler,D (RC),26,"6'1""",0,575,,30/6/2024,1890,Maidstone,Vanarama National League South,1,50,82.0,70.0,86.0,18.1,9.62,70.0,0.0,86.0,4.76,1.81,0.71,9.62,18.1
8611502,James Curtis,D (C),42,"6'7""",0,350,,30/6/2024,1965,Spennymoor,Vanarama National League North,1,46,80.0,93.0,75.0,9.39,13.33,93.0,0.0,75.0,7.92,0.96,0.27,13.33,9.39
2000191835,Lucien Mahovo,D (C),18,"6'2""",0,350,,30/6/2025,3741,Alfreton,Vanarama National League North,1,51,79.0,89.0,78.0,9.74,15.61,89.0,0.0,78.0,9.26,1.03,0.58,15.61,9.74
29128330,Marcus Poscha,D (C),27,"5'11""",0,230,,30/6/2024,3144,Curzon Ashton,Vanarama National League North,1,46,76.0,88.0,79.0,12.22,13.63,88.0,0.0,79.0,8.19,1.32,0.54,13.63,12.22
28127061,Ludwig Francillette,D (C),25,"6'4""",0,"1,100",,30/6/2024,1103,Eastleigh,Vanarama National League,1,54,83.0,87.0,92.0,4.73,10.44,87.0,0.0,92.0,8.08,0.9,0.33,10.44,4.73
89007828,Tom Broadbent,D (C),32,"6'3""",0,925,,30/6/2024,1934,South Shields,Vanarama National League North,1,50,82.0,85.0,84.0,10.84,14.33,85.0,0.0,84.0,7.59,0.74,0.74,14.33,10.84
2000124630,Charlie Hickingbottom,D (C),19,"6'2""",0,475,,30/6/2025,2662,Farsley,Vanarama National League North,1,46,81.0,84.0,79.0,9.23,13.59,84.0,0.0,79.0,8.18,1.01,0.37,13.59,9.23
29037157,Joe McNerney,D (C),34,"6'3""",0,650,,31/5/2025,2191,Havant & W,Vanarama National League South,1,48,78.0,83.0,80.0,4.72,14.87,83.0,0.0,80.0,8.01,1.15,0.53,14.87,4.72
2000044538,Lebrun Mbeka,"D (C), DM",27,"6'6""",0,350,,30/6/2024,3587,Spennymoor,Vanarama National League North,1,46,85.0,83.0,78.0,8.53,13.07,83.0,0.0,78.0,6.57,1.68,0.23,13.07,8.53
29189397,Max Ram,D (RC),23,"6'3""",0,350,,30/6/2024,3971,Gloucester,Vanarama National League North,1,47,86.0,82.0,83.0,11.67,16.34,82.0,0.0,83.0,7.75,2.9,0.75,16.34,11.67
2000139665,Olly Evans,D (LC),19,"6'1""",0,400,,30/6/2024,3191,Bishop's Stortford,Vanarama National League North,1,50,82.0,82.0,79.0,10.86,14.3,82.0,0.0,79.0,6.43,3.13,0.79,14.3,10.86
28100544,Reiss Greenidge,D (C),27,"6'6""",0,650,,30/6/2024,2587,Maidstone,Vanarama National League South,1,50,79.0,82.0,71.0,4.77,12.73,82.0,0.0,71.0,7.24,0.87,0.52,12.73,4.77
90092803,Devon Matthews,D (C),24,"6'3""",0,250,,30/6/2025,3251,Curzon Ashton,Vanarama National League North,1,46,77.0,82.0,67.0,11.77,14.62,82.0,0.0,67.0,8.47,1.05,0.72,14.62,11.77
52100897,Sean Callan,D (C),24,"6'2""",0,325,,30/6/2025,1564,Weston-super-Mare,Vanarama National League South,1,50,87.0,81.0,65.0,5.47,14.56,81.0,0.0,65.0,6.45,0.86,0.40,14.56,5.47
90043947,Jake Lawlor,D (C),33,"6'4""",0,525,,30/6/2024,3636,Darlington,Vanarama National League North,1,49,82.0,81.0,84.0,9.6,14.18,81.0,0.0,84.0,8.96,1.21,0.42,14.18,9.6
29072743,Zak Mills,D/WB (R),32,"6'0""",0,500,,30/6/2027,"2,009",South Shields,Vanarama National League,2,50,86.0,71.0,83.0,13.53,11.33,71.0,0.0,83.0,5.15,1.70,0.63,11.33,13.53
29157526,Ben Hedley,D/WB (RL),26,"5'10""",0,575,Balanced,30/6/2026,"3,780",Radcliffe,English Northern Premier League Premier Division,2,49,85.0,72.0,81.0,12.12,11.57,72.0,0.0,81.0,4.50,1.86,0.40,11.57,12.12
29243919,Sam Dreyer,D (C),22,"6'3""",0,375,,30/6/2026,"3,989",Salisbury,Vanarama National League South,2,50,85.0,77.0,82.0,4.35,16.58,77.0,0.0,82.0,6.11,0.95,0.59,16.58,4.35
2000027046,Mathew Mallon,D (R),21,"6'3""",0,625,,30/6/2026,"3,910",Chester,Vanarama National League North,2,50,79.0,87.0,86.0,15.84,18.55,87.0,0.0,86.0,9.00,2.23,0.55,18.55,15.84
28127268,Eddie Jackson,D (R),22,"5'9""",0,170,Determined,30/6/2026,"2,381",Connah's Quay,JD Cymru Premier,2,50,82.0,70.0,71.0,11.83,11.49,70.0,0.0,71.0,4.61,1.36,0.45,11.49,11.83
2000048045,Ryan Bartley,D (C),21,"5'11""",0,925,,30/6/2026,"1,234",Forest Green,Sky Bet League Two,2,50,82.0,75.0,74.0,8.17,6.42,75.0,0.0,74.0,5.18,1.02,0.80,6.42,8.17
29128545,Kyron Farrell,D/WB/M (L),27,"5'11""",0,300,Balanced,30/6/2026,"4,350",Bath City,Vanarama National League South,2,50,85.0,70.0,74.0,13.14,13.10,70.0,0.0,74.0,4.41,2.40,0.64,13.10,13.14
2000110565,Dan Myers,D (LC),23,"6'1""",0,240,Balanced,30/6/2026,"2,501",Spennymoor,Vanarama National League North,2,44,85.0,74.0,80.0,10.47,14.14,74.0,0.0,80.0,6.77,2.38,0.72,14.14,10.47
28124744,Cardo Siddik,D (C),22,"6'3""",0,600,Balanced,30/6/2025,"3,587",Darlington,Vanarama National League North,2,48,84.0,85.0,73.0,9.66,14.38,85.0,0.0,73.0,8.23,1.33,0.63,14.38,9.66
2000207269,Harvey Fletcher,"DM, M (C), AM (R)",18,"5'3""",0,275,Balanced,30/6/2025,"1,657",Hyde,English Northern Premier League Premier Division,2,50,72.0,75.0,74.0,0.33,0.60,75.0,0.0,74.0,0.33,2.17,-,0.60,0.33
28099015,Ben Pollock,"D (C), DM, M (C)",27,"6'1""",0,475,Balanced,30/6/2025,"3,237",Spennymoor,Vanarama National League North,2,44,79.0,71.0,80.0,9.87,12.85,71.0,0.0,80.0,6.34,0.89,0.36,12.85,9.87
29226266,Luca Murphy,D (C),23,"6'4""",0,475,Balanced,30/6/2025,"2,031",Blyth,Vanarama National League North,2,69,90.0,84.0,68.0,8.11,12.94,84.0,0.0,68.0,7.71,0.58,0.80,12.94,8.11
89061032,Jordan Cullinane-Liburd,D (C),29,"6'3""",0,0,,-,"3,501",Tamworth,Vanarama National League North,2,53,81.0,83.0,71.0,14.32,15.50,83.0,0.0,71.0,8.71,1.05,0.46,15.50,14.32
2000207729,Harvey Warren,D (RC),21,"6'1""",0,0,Balanced,-,"1,134",Leamington,Vanarama National League North,2,52,83.0,71.0,72.0,9.92,14.37,71.0,0.0,72.0,6.51,1.03,0.32,14.37,9.92
