UID,Name,Position,Age,Height,Min WD,Wage,Personality,Expires,Mins,Club,Division,season,possession,Pas %,Hdr %,Tck R,Poss Lost/90,Poss Won/90,Tck R,Pas %,Drb/90,xpG_diff,Drb/90,xA/90,Shot/90,Shot %
29234751,Will Bapaga,AM (L),21,"5'9""",0,0,,-,1333,Buxton,Vanarama National League North,1,48,81.0,28%,84.0,14.04,8.64,84.0,81.0,3.44,0.0,3.44,0.23,3.78,36%
2000058334,Ben Acquaye,AM (L),24,"5'10""",0,575,,30/6/2025,3871,Tamworth,Vanarama National League North,1,51,87.0,28%,87.0,13.09,7.23,87.0,87.0,3.28,0.0,3.28,0.2,2.07,45%
29217667,Will McGowan,"DM, M/AM (C)",21,"5'7""",0,525,,30/6/2025,3551,Blyth,Vanarama National League North,1,64,91.0,28%,79.0,7.17,6.51,79.0,91.0,1.65,0.0,1.65,0.14,0.84,36%
29176532,Keaton Ward,M/AM (C),24,"6'0""",0,400,,30/6/2025,2346,Boston Utd,Vanarama National League North,1,58,86.0,27%,81.0,9.44,6.52,81.0,86.0,2.06,0.0,2.06,0.24,1.73,49%
2000045440,Jakub Niemczyk,"AM (L), ST (C)",20,"5'10""",0,500,,30/6/2025,1115,Bath City,Vanarama National League South,1,50,84.0,27%,74.0,16.14,3.39,74.0,84.0,1.94,0.0,1.94,0.11,2.02,48%
29066606,Jacob Hazel,ST (C),30,"5'11""",0,350,,30/6/2025,1553,Boston Utd,Vanarama National League North,1,58,89.0,27%,68.0,7.71,4.35,68.0,89.0,1.45,0.0,1.45,0.23,2.26,36%
28067664,JJ Hooper,ST (C),30,"6'1""",0,650,,30/6/2025,4817,Blyth,Vanarama National League North,1,64,90.0,27%,76.0,6.63,3.1,76.0,90.0,1.28,0.0,1.28,0.09,2.22,48%
2000277659,David Ogbonna,AM (R),19,"6'0""",0,325,,30/5/2025,3069,Slough,Vanarama National League South,1,50,84.0,26%,81.0,20.73,3.55,81.0,84.0,2.73,0.0,2.73,0.19,1.50,49%
29072749,Rob Ramshaw,M/AM (C),30,"5'10""",0,650,,30/6/2025,4464,Spennymoor,Vanarama National League North,1,46,87.0,26%,72.0,8.25,5.48,72.0,87.0,2.13,0.0,2.13,0.13,1.33,33%
2000031615,Fedel Ross-Lang,M/AM (L),20,"5'8""",0,700,,30/6/2025,4006,Torquay,Vanarama National League South,1,52,84.0,26%,78.0,13.43,5.26,78.0,84.0,2.22,0.0,2.22,0.28,1.62,42%
29103880,Danny Elliott,ST (C),28,"6'0""",0,675,,30/6/2025,1564,Scunthorpe,Vanarama National League North,1,64,86.0,26%,87.0,10.19,5.81,87.0,86.0,4.07,0.0,4.07,0.17,2.82,45%
29165173,Jason Law,AM (RC),25,"5'11""",0,700,,30/6/2025,2235,Scunthorpe,Vanarama National League North,1,64,89.0,26%,81.0,9.02,4.91,81.0,89.0,2.96,0.0,2.96,0.11,1.21,47%
29175036,Dom Tear,AM (RL),24,"5'11""",0,300,,30/6/2024,1439,Scarborough Athletic,Vanarama National League North,1,50,86.0,26%,79.0,13.82,8.88,79.0,86.0,3.69,0.0,3.69,0.23,2.19,34%
29240152,Euan Williams,AM (C),21,"6'1""",0,475,,30/6/2024,2992,Weston-super-Mare,Vanarama National League South,1,50,86.0,26%,78.0,17.39,10.92,78.0,86.0,1.35,0.0,1.35,0.11,1.62,33%
28110963,Jordan Hickey,M (C),24,"5'10""",0,400,,30/6/2024,3243,Blyth,Vanarama National League North,1,64,91.0,26%,81.0,9.69,6.3,81.0,91.0,2.28,0.0,2.28,0.18,1.53,36%
2000110077,Morgan Williams,"DM, M/AM (C)",19,"5'8""",0,300,,30/6/2025,3999,Braintree,Vanarama National League South,1,50,83.0,26%,80.0,20.14,13.32,80.0,83.0,1.1,0.0,1.1,0.22,2.12,37%
2000137628,Ash McCarthy,AM (L),19,"5'9""",0,400,,30/6/2025,2134,Eastbourne Borough,Vanarama National League South,1,57,84.0,26%,91.0,18.05,9.19,91.0,84.0,2.1,0.0,2.1,0.06,0.72,18%
29158345,Jordy Mongoy,AM (R),25,"5'9""",0,575,,30/6/2024,2408,South Shields,Vanarama National League North,1,50,86.0,25%,81.0,17.53,7.33,81.0,86.0,2.95,0.0,2.95,0.23,1.38,57%
29176137,Josh Hmami,M/AM (C),24,"5'9""",0,350,,30/6/2024,2193,Southport,Vanarama National League North,1,50,83.0,25%,78.0,10.55,5.38,78.0,83.0,1.4,0.0,1.4,0.23,1.40,29%
29085989,Ed Williams,AM (LC),28,"5'11""",0,350,,30/6/2024,3385,Chippenham,Vanarama National League South,1,51,85.0,25%,84.0,17.57,6.54,84.0,85.0,1.63,0.0,1.63,0.06,0.98,38%
90047169,Matt Warburton,"AM (C), ST (C)",32,"5'9""",0,850,,30/6/2025,1544,Solihull Moors,Vanarama National League,1,50,80.0,25%,72.0,22.79,6.7,72.0,80.0,1.11,0.0,1.11,0.17,2.45,36%
28115640,Danny Cashman,"AM (C), ST (C)",23,"5'6""",0,950,,30/6/2026,4212,Worthing,Vanarama National League South,1,50,88.0,25%,68.0,15.49,9.47,68.0,88.0,1.37,0.0,1.37,0.18,1.65,40%
28106392,Tyreke Johnson,AM (L),25,"5'7""",0,350,,30/6/2024,3399,Chippenham,Vanarama National League South,1,51,86.0,24%,76.0,18.19,4.16,76.0,86.0,2.16,0.0,2.16,0.1,1.40,36%
29188715,Matt Rush,ST (C),23,"5'10""",0,575,,30/6/2024,1785,Maidstone,Vanarama National League South,1,50,85.0,24%,85.0,19.51,2.72,85.0,85.0,1.66,0.0,1.66,0.07,2.22,36%
29226256,Sam Pearson,M/AM (L),22,"5'11""",0,875,,30/6/2025,2115,Yeovil,Vanarama National League South,1,50,86.0,24%,90.0,16.38,4.68,90.0,86.0,3.62,0.0,3.62,0.08,1.66,41%
29188048,George Cantrill,M (C),24,"5'10""",0,300,,30/6/2026,4246,Alfreton,Vanarama National League North,1,51,88.0,24%,78.0,7.82,7.84,78.0,88.0,1.34,0.0,1.34,0.11,1.06,40%
33083658,Tope Fadahunsi,ST (C),24,"5'11""",0,575,,30/6/2024,1682,Torquay,Vanarama National League South,1,52,88.0,24%,75.0,18.3,1.71,75.0,88.0,1.56,0.0,1.56,0.09,2.68,42%
29243911,Nana Boateng,M/AM (RL),21,"5'3""",0,700,,30/6/2025,3108,Farnborough,Vanarama National League South,1,51,83.0,24%,82.0,13.47,4.72,82.0,83.0,2.45,0.0,2.45,0.11,0.61,43%
29159367,Kyle Finn,"M (R), AM (RLC)",25,"5'10""",0,230,,30/6/2024,4425,Tamworth,Vanarama National League North,1,51,83.0,24%,90.0,16.07,6.02,90.0,83.0,3.55,0.0,3.55,0.29,1.55,49%
29191982,Lewis Collins,AM (R),23,"5'10""",0,"1,100",,30/6/2027,2087,Torquay,Vanarama National League South,1,52,86.0,24%,83.0,12.42,4.44,83.0,86.0,1.89,0.0,1.89,0.17,1.98,46%
89017853,Dayle Grubb,"M (L), AM (LC)",32,"5'10""",0,500,,30/6/2025,3954,Weston-super-Mare,Vanarama National League South,1,50,85.0,24%,86.0,15.68,5.96,86.0,85.0,1.8,0.0,1.8,0.38,1.73,36%
2000096159,Sam McLintock,M/AM (C),23,"5'9""",0,120,,30/6/2025,1113,Rushall,Vanarama National League North,1,50,86.0,23%,71.0,8.89,5.09,71.0,86.0,1.46,0.0,1.46,0.13,2.10,46%
29156096,Stefan Mols,"M (RLC), AM (RC), ST (C)",25,"5'11""",0,230,,30/6/2024,2079,Curzon Ashton,Vanarama National League North,1,46,87.0,23%,78.0,9.0,6.15,78.0,87.0,1.96,0.0,1.96,0.14,1.00,52%
2000163966,Reuben Marshall,ST (C),18,"5'8""",0,325,,30/6/2024,1951,Farsley,Vanarama National League North,1,46,86.0,22%,76.0,8.3,5.12,76.0,86.0,1.62,0.0,1.62,0.07,1.85,50%
29007514,Sam Osborne,M/AM (RL),25,"5'10""",0,525,,30/6/2024,1117,Buxton,Vanarama National League North,1,48,87.0,22%,88.0,10.8,6.28,88.0,87.0,2.87,0.0,2.87,0.08,1.85,61%
28127320,Tarrelle Whittaker,"AM (R), ST (C)",21,"5'7""",0,600,,30/6/2025,3129,Hemel Hempstead,Vanarama National League South,1,46,87.0,22%,78.0,15.33,4.2,78.0,87.0,2.07,0.0,2.07,0.14,2.10,47%
89019879,Sean Shields,M/AM (L),32,"5'10""",0,350,,-,3095,Tonbridge,Vanarama National League South,1,48,84.0,22%,90.0,22.45,4.68,90.0,84.0,1.96,0.0,1.96,0.22,1.60,40%
28122160,Harry Pinchard,"M (C), AM (L)",22,"5'9""",0,475,,30/6/2025,3542,Gloucester,Vanarama National League North,1,47,85.0,22%,86.0,13.34,6.2,86.0,85.0,2.16,0.0,2.16,0.21,1.63,42%
94055335,Solomon Wanjau-Smith,"AM (L), ST (C)",25,"5'8""",0,850,,30/6/2024,2435,Maidstone,Vanarama National League South,1,50,86.0,22%,80.0,23.58,3.81,80.0,86.0,2.33,0.0,2.33,0.09,1.33,42%
2000192184,Kennedy Mupomba,M/AM (C),19,"5'9""",0,350,,30/6/2025,2358,Dover,Vanarama National League South,1,49,83.0,21%,81.0,21.03,9.92,81.0,83.0,1.42,0.0,1.42,0.14,0.76,30%
94051916,Jason Cowley,ST (C),28,"5'9""",0,575,,30/6/2025,2230,Hereford,Vanarama National League North,1,50,86.0,21%,69.0,6.05,3.39,69.0,86.0,1.29,0.0,1.29,0.09,2.26,50%
29242535,Nicky Gyimah,AM (RL),21,"5'10""",0,875,,30/6/2026,4340,Havant & W,Vanarama National League South,1,48,85.0,21%,85.0,18.37,5.83,85.0,85.0,2.62,0.0,2.62,0.16,1.72,40%
2000224395,Cole Fleming,AM (RL),18,"6'1""",0,950,,30/6/2025,1350,Truro,Vanarama National League South,1,48,85.0,21%,90.0,16.47,5.27,90.0,85.0,2.69,0.0,2.69,0.24,1.93,41%
29158800,Jordan Young,"M (C), AM (LC)",24,"5'10""",0,"1,200",,30/6/2026,1571,Yeovil,Vanarama National League South,1,50,86.0,21%,89.0,15.07,11.57,89.0,86.0,1.72,0.0,1.72,0.15,2.12,51%
29217235,Connor Shanks,AM (RL),22,"5'11""",0,350,,30/6/2025,1675,Spennymoor,Vanarama National League North,1,46,84.0,21%,86.0,15.53,8.06,86.0,84.0,4.18,0.0,4.18,0.26,1.99,41%
2000137499,Morgan Wigley,AM (R),18,"5'11""",0,525,,30/6/2025,2656,Hereford,Vanarama National League North,1,50,83.0,21%,82.0,15.18,6.68,82.0,83.0,4.03,0.0,4.03,0.21,1.02,33%
28127130,Ethan Fitzhugh,AM (RC),21,"5'8""",0,0,,-,1387,Banbury,Vanarama National League North,1,44,83.0,21%,74.0,13.69,7.27,74.0,83.0,3.12,0.0,3.12,0.2,1.75,44%
48043754,Dylan Fage,AM (L),25,"5'10""",0,575,,-,3776,Worthing,Vanarama National League South,1,50,86.0,21%,86.0,18.5,5.1,86.0,86.0,2.17,0.0,2.17,0.2,1.33,46%
5102897,Mark Marshall,AM (R),38,"5'7""",0,275,,30/6/2024,3011,Hampton & Richmond,Vanarama National League South,1,50,88.0,20%,91.0,17.46,6.01,91.0,88.0,2.09,0.0,2.09,0.16,1.08,42%
30031451,Danny Newton,ST (C),33,"5'10""",0,925,,30/6/2024,3611,Brackley,Vanarama National League North,1,45,88.0,20%,76.0,7.63,5.26,76.0,88.0,1.27,0.0,1.27,0.11,1.89,39%
29131412,Dion Sembie-Ferris,M/AM (RL),28,"5'9""",0,575,,30/6/2024,2208,Scunthorpe,Vanarama National League North,1,64,85.0,20%,77.0,13.86,7.58,77.0,85.0,6.46,0.0,6.46,0.21,2.00,45%
89054430,Gabby Rogers,AM (RL),23,"5'8""",0,525,,30/6/2024,2109,King's Lynn,Vanarama National League North,1,50,83.0,20%,79.0,14.68,6.66,79.0,83.0,3.12,0.0,3.12,0.22,1.24,38%
2000139200,Aaron Blair,ST (C),24,"5'11""",0,450,,30/6/2025,3668,Braintree,Vanarama National League South,1,50,87.0,20%,78.0,22.6,2.11,78.0,87.0,1.32,0.0,1.32,0.09,2.23,57%
28095353,Dominic McHale,AM (RLC),27,"5'11""",0,700,,30/6/2024,4209,Scarborough Athletic,Vanarama National League North,1,50,87.0,20%,77.0,8.55,5.26,77.0,87.0,1.88,0.0,1.88,0.17,1.56,40%
29156806,Liam Waldock,"DM, M/AM (C)",23,"5'10""",0,300,,30/6/2024,3574,Alfreton,Vanarama National League North,1,51,83.0,19%,72.0,12.06,6.52,72.0,83.0,1.69,0.0,1.69,0.15,1.56,39%
29191699,Jordan Stevens,M/AM (R),24,"5'10""",0,"1,300",,30/6/2026,2683,Yeovil,Vanarama National League South,1,50,87.0,19%,79.0,19.52,4.6,79.0,87.0,3.52,0.0,3.52,0.15,2.01,40%
2000109166,Brad Williams,AM (R),19,"5'8""",0,0,,-,1263,King's Lynn,Vanarama National League North,1,50,82.0,19%,74.0,14.96,6.77,74.0,82.0,3.71,0.0,3.71,0.21,1.71,38%
28105524,Jack Clarke,AM (C),25,"6'0""",0,675,,30/6/2024,1857,Eastbourne Borough,Vanarama National League South,1,57,85.0,19%,92.0,18.95,10.08,92.0,85.0,1.41,0.0,1.41,0.14,1.55,41%
31052927,Leone Gravata,AM (C),23,"5'9""",0,625,,30/6/2025,2554,Eastbourne Borough,Vanarama National League South,1,57,83.0,19%,84.0,20.33,7.05,84.0,83.0,1.48,0.0,1.48,0.14,1.30,54%
2000103932,Josh Castiglione,AM (R),27,"5'6""",0,425,,30/6/2025,2860,Chelmsford,Vanarama National League South,1,56,85.0,19%,66.0,14.7,6.07,66.0,85.0,2.75,0.0,2.75,0.24,1.01,28%
2000306375,Kian Ryley,AM (L),19,"6'0""",0,350,,30/6/2025,2040,Banbury,Vanarama National League North,1,44,84.0,19%,89.0,10.9,5.82,89.0,84.0,2.17,0.0,2.17,0.13,1.28,48%
29162659,Mitchell Curry,ST (C),24,"5'10""",0,625,,30/6/2025,3727,Darlington,Vanarama National League North,1,49,89.0,18%,77.0,8.04,5.05,77.0,89.0,1.27,0.0,1.27,0.1,1.52,48%
29146562,Ogo Obi,ST (C),26,"5'10""",0,825,,30/6/2024,1441,Maidstone,Vanarama National League South,1,50,86.0,18%,72.0,22.05,1.44,72.0,86.0,1.31,0.0,1.31,0.14,2.19,60%
2000139853,Freddie Hockey,"AM (R), ST (C)",18,"5'9""",0,325,,30/6/2026,2880,Chelmsford,Vanarama National League South,1,56,86.0,18%,79.0,14.72,2.25,79.0,86.0,2.14,0.0,2.14,0.11,1.09,40%
29218026,Harry Green,AM (L),22,"5'10""",0,600,,30/6/2025,4042,Scarborough Athletic,Vanarama National League North,1,50,87.0,18%,73.0,13.54,8.77,73.0,87.0,3.83,0.0,3.83,0.31,1.87,48%
28061259,Scott Wilson,ST (C),31,"5'10""",0,575,,30/6/2026,4132,Bath City,Vanarama National League South,1,50,87.0,18%,85.0,17.27,2.9,85.0,87.0,1.74,0.0,1.74,0.1,1.72,43%
29156567,Josh McCammon,AM (C),24,"6'0""",0,400,,30/6/2024,4434,Peterborough Sports,Vanarama National League North,1,47,85.0,17%,79.0,7.79,5.58,79.0,85.0,1.57,0.0,1.57,0.16,1.85,41%
90094244,Lewis Salmon,"AM (R), ST (C)",22,"5'9""",0,300,,30/6/2025,4002,Alfreton,Vanarama National League North,1,51,85.0,17%,84.0,11.58,6.61,84.0,85.0,2.92,0.0,2.92,0.17,1.33,41%
2000146813,Theo Alexandrou,AM (RL),19,"5'8""",0,350,,30/6/2024,3213,Rushall,Vanarama National League North,1,50,87.0,17%,81.0,11.26,6.13,81.0,87.0,3.36,0.0,3.36,0.13,1.51,31%
28070578,Alex Bray,AM (R),28,"5'10""",0,350,,30/6/2024,2929,Chippenham,Vanarama National League South,1,51,88.0,17%,84.0,19.36,3.01,84.0,88.0,3.39,0.0,3.39,0.11,1.23,43%
30031156,Danny Lloyd,AM (RL),32,"5'7""",0,575,,30/6/2025,4038,Southport,Vanarama National League North,1,50,86.0,17%,88.0,11.1,7.49,88.0,86.0,2.59,0.0,2.59,0.22,1.32,47%
2000166560,Luther Munakandafa,"AM (RL), ST (C)",20,"5'9""",0,425,,30/6/2025,3915,Dartford,Vanarama National League South,1,51,88.0,17%,73.0,18.94,2.46,73.0,88.0,2.11,0.0,2.11,0.08,2.00,37%
2000216758,Jamal Ibrahim,ST (C),22,"5'10""",0,0,,-,2476,Weston-super-Mare,Vanarama National League South,1,50,89.0,17%,79.0,19.88,1.74,79.0,89.0,1.16,0.0,1.16,0.07,1.49,44%
29224247,Corey McKeown,AM (RL),22,"5'10""",0,725,,30/6/2025,3989,Spennymoor,Vanarama National League North,1,46,86.0,16%,82.0,14.76,7.42,82.0,86.0,4.19,0.0,4.19,0.26,1.44,44%
2000110089,Pharrell Brown,M/AM (R),19,"5'11""",0,200,,30/6/2025,3519,Rushall,Vanarama National League North,1,50,86.0,16%,83.0,12.51,6.42,83.0,86.0,2.84,0.0,2.84,0.13,0.95,51%
2000140661,Hakeem Sandah,AM (RLC),19,"5'7""",0,475,,30/6/2025,3666,Boston Utd,Vanarama National League North,1,58,84.0,16%,72.0,7.34,5.03,72.0,84.0,2.63,0.0,2.63,0.18,1.77,43%
29236669,Cameron Wilson,AM (R),21,"5'11""",0,875,,30/6/2025,2591,Scunthorpe,Vanarama National League North,1,64,88.0,15%,81.0,13.93,7.02,81.0,88.0,6.42,0.0,6.42,0.2,1.70,35%
29174102,Alfie Beestin,M (C),26,"5'10""",0,"1,400",,30/6/2024,1067,Scunthorpe,Vanarama National League North,1,64,90.0,15%,91.0,9.19,6.41,91.0,90.0,1.64,0.0,1.64,0.15,1.60,42%
28127532,Sonny Lo-Everton,M/AM (C),21,"5'7""",0,650,,30/6/2025,2534,Yeovil,Vanarama National League South,1,50,86.0,15%,85.0,15.09,11.01,85.0,86.0,1.35,0.0,1.35,0.33,1.49,55%
2000147443,Gabriel Overton,ST (C),19,"5'10""",0,475,,30/6/2025,2752,Peterborough Sports,Vanarama National League North,1,47,87.0,15%,74.0,8.4,5.62,74.0,87.0,2.38,0.0,2.38,0.17,2.49,55%
61071573,Justin Johnson,M/AM (RL),27,"5'7""",0,700,,30/6/2026,3966,Chorley,Vanarama National League North,1,59,88.0,13%,77.0,12.8,6.56,77.0,88.0,5.06,0.0,5.06,0.23,1.45,45%
28109889,Aidan Barlow,AM (C),24,"5'9""",0,"1,100",,30/6/2026,1748,Eastleigh,Vanarama National League,1,54,85.0,13%,77.0,20.65,7.67,77.0,85.0,1.46,0.0,1.46,0.14,1.29,44%
90057559,Alex Newby,AM (RLC),28,"5'8""",0,"1,700",,30/6/2025,1323,Altrincham,Vanarama National League,1,50,85.0,12%,90.0,15.24,4.9,90.0,85.0,3.06,0.0,3.06,0.2,0.88,54%
28101029,Decarrey Sheriff,ST (C),26,"5'10""",0,575,,30/6/2024,1606,Eastbourne Borough,Vanarama National League South,1,57,86.0,12%,71.0,20.57,1.85,71.0,86.0,1.37,0.0,1.37,0.08,2.13,39%
29160424,Luke Burgess,AM (RLC),25,"5'9""",0,0,,-,3478,Southport,Vanarama National League North,1,50,84.0,12%,79.0,9.81,5.69,79.0,84.0,1.97,0.0,1.97,0.1,0.93,33%
29107386,Diego De Girolamo,ST (C),28,"5'10""",0,"1,200",,30/6/2024,4584,Buxton,Vanarama National League North,1,48,87.0,11%,74.0,6.54,3.97,74.0,87.0,1.32,0.0,1.32,0.19,2.18,50%
2000022092,Marcel Campbell,M/AM (C),20,"5'9""",0,525,,30/6/2025,2283,Bishop's Stortford,Vanarama National League North,1,50,87.0,10%,70.0,9.19,5.76,70.0,87.0,1.5,0.0,1.5,0.15,1.06,41%
28122210,Dempsey Arlott-John,"AM (RL), ST (C)",22,"5'9""",0,180,,30/6/2024,1108,Tamworth,Vanarama National League North,1,51,88.0,9%,85.0,11.7,6.74,85.0,88.0,4.06,0.0,4.06,0.25,1.62,30%
28091360,Cal Roberts,M/AM (R),27,"5'8""",0,"1,400",,30/6/2025,2174,Scunthorpe,Vanarama National League North,1,64,86.0,8%,78.0,14.99,6.13,78.0,86.0,4.83,0.0,4.83,0.15,2.24,44%
29188482,Kevin Berkoe,D/WB/M (L),23,"5'11""",0,325,,30/11/2027,"1,168",Longford,Irish First Division,2,50,86.0,63%,85.0,13.18,14.26,85.0,86.0,1.16,0.0,1.16,0.10,0.23,0%
2000111360,Kian Le Fondre,AM (L),20,"5'7""",0,250,,30/11/2026,"1,081",Longford,Irish First Division,2,50,86.0,20%,71.0,12.16,5.66,71.0,86.0,2.33,0.0,2.33,0.15,0.67,25%
29217667,Will McGowan,"DM, M/AM (C)",22,"5'7""",0,500,Spirited,30/6/2026,"3,918",Blyth,Vanarama National League North,2,69,90.0,28%,83.0,10.47,6.96,83.0,90.0,3.26,0.0,3.26,0.18,1.15,32%
2000027046,Mathew Mallon,D (R),21,"6'3""",0,625,,30/6/2026,"3,910",Chester,Vanarama National League North,2,50,79.0,87%,86.0,15.84,18.55,86.0,79.0,1.47,0.0,1.47,0.18,1.50,28%
28126250,Kwaku Oduroh,WB (R),22,"6'0""",0,700,,30/6/2026,"1,067",Sutton,Sky Bet League Two,2,50,87.0,63%,90.0,17.21,9.78,90.0,87.0,1.35,0.0,1.35,0.06,0.25,33%
29163844,Nathan Tshikuna,M/AM (C),26,"5'10""",0,575,Balanced,30/6/2026,"2,390",Barnet,Vanarama National League,2,50,86.0,28%,79.0,20.64,8.17,79.0,86.0,1.77,0.0,1.77,0.20,1.81,48%
29188048,George Cantrill,"DM, M (C)",25,"5'10""",0,300,Balanced,30/6/2026,"4,030",Alfreton,Vanarama National League North,2,50,90.0,33%,75.0,8.31,9.60,75.0,90.0,1.14,0.0,1.14,0.12,1.14,35%
2002081385,Graeme Dall,M/AM (R),18,"5'10""",0,400,Fickle,30/6/2026,"3,179",Farsley,Vanarama National League North,2,47,82.0,34%,80.0,13.25,8.24,80.0,82.0,1.92,0.0,1.92,0.11,1.78,35%
2000117449,Harry Scarborough,"AM (R), ST (C)",22,"6'3""",0,325,Balanced,30/6/2026,"1,165",Boston Utd,Vanarama National League North,2,50,85.0,67%,75.0,10.12,4.94,75.0,85.0,1.78,0.0,1.78,0.11,3.40,52%
74048740,Iwan Murray,M/AM (C),24,"5'5""",0,500,Balanced,30/6/2026,"4,229",Chester,Vanarama National League North,2,50,81.0,23%,74.0,11.22,5.34,74.0,81.0,1.32,0.0,1.32,0.17,1.60,41%
29127859,Frank Mulhern,"AM (RL), ST (C)",28,"5'11""",0,425,Balanced,30/6/2025,"2,468",Scarborough Athletic,Vanarama National League,2,50,84.0,41%,77.0,19.84,3.06,77.0,84.0,1.86,0.0,1.86,0.07,2.19,30%
29219537,Brad Nicholson,"D (LC), WB (L)",26,"6'2""",0,325,Balanced,30/6/2025,"3,576",Boston Utd,Vanarama National League North,2,50,84.0,62%,78.0,13.69,10.17,78.0,84.0,1.43,0.0,1.43,0.27,1.13,36%
2000026491,Aaron Korpal,AM (RL),20,"5'9""",0,525,,30/6/2025,"4,240",Buxton,Vanarama National League North,2,51,85.0,37%,74.0,10.49,7.64,74.0,85.0,2.45,0.0,2.45,0.22,2.55,41%
29233082,Eno Nto,"AM (RL), ST (C)",22,"5'11""",0,500,,30/6/2025,"1,707",Buxton,Vanarama National League North,2,51,80.0,52%,94.0,13.81,8.01,94.0,80.0,2.74,0.0,2.74,0.25,3.22,46%
90091913,Isaac Sinclair,"DM, M/AM (RLC)",23,"5'10""",0,240,Fairly Ambitious,30/6/2025,"3,658",Curzon Ashton,Vanarama National League North,2,44,86.0,33%,79.0,10.46,7.70,79.0,86.0,1.78,0.0,1.78,0.22,1.18,25%
2000183394,Liam Jones,"D (L), AM (LC), ST (C)",19,"5'9""",0,275,Balanced,30/6/2025,"2,778",Peterborough Sports,Vanarama National League North,2,52,86.0,13%,80.0,7.29,4.96,80.0,86.0,1.85,0.0,1.85,0.15,2.01,47%
29219102,Ken Charles,"AM (RL), ST (C)",24,"6'0""",0,375,Balanced,30/6/2025,"4,252",Banbury,Vanarama National League North,2,50,84.0,38%,84.0,10.31,4.51,84.0,84.0,1.5,0.0,1.5,0.14,2.77,41%
29233758,Billy Fewster,M/AM (RLC),21,"5'10""",0,475,Balanced,30/6/2025,"3,266",Alfreton,Vanarama National League North,2,50,84.0,48%,85.0,13.81,7.33,85.0,84.0,3.47,0.0,3.47,0.19,2.18,39%
2000081565,Jack Tolley,WB/AM (RL),21,"5'11""",0,300,Balanced,30/6/2025,"4,021",Gloucester,Vanarama National League North,2,50,86.0,31%,82.0,12.20,6.49,82.0,86.0,3.25,0.0,3.25,0.19,1.19,40%
29162659,Mitchell Curry,"AM (RL), ST (C)",25,"5'10""",0,625,Balanced,30/6/2025,"3,833",Darlington,Vanarama National League North,2,48,87.0,22%,71.0,8.34,5.71,71.0,87.0,1.47,0.0,1.47,0.18,2.25,49%
29160424,Luke Burgess,"M (L), AM (RLC)",26,"5'9""",0,0,Balanced,-,"4,051",Southport,Vanarama National League North,2,46,83.0,20%,80.0,11.20,7.13,80.0,83.0,2.29,0.0,2.29,0.27,1.69,49%
28122210,Dempsey Arlott-John,"AM (RL), ST (C)",23,"5'9""",0,0,Balanced,-,"4,140",Tamworth,Vanarama National League North,2,53,85.0,16%,80.0,13.91,6.91,80.0,85.0,4.33,0.0,4.33,0.21,1.28,44%
