UID,Name,Position,Age,Height,Min WD,Wage,Personality,Expires,Mins,Club,Division,season,possession,Pas %,Hdr %,Tck R,Poss Lost/90,Poss Won/90,Tck R,Pas %,Drb/90,xpG_diff,Drb/90,xA/90,Shot/90,Shot %
29158800,Jordan Young,"M (C), AM (LC)",24,"5'10""",0,"1,200",,30/6/2026,1571,Yeovil,Vanarama National League South,1,50,86.0,21.0,89.0,15.07,11.57,89.0,86.0,1.72,0.0,1.72,0.15,2.12,51%
29217235,Connor Shanks,AM (RL),22,"5'11""",0,350,,30/6/2025,1675,Spennymoor,Vanarama National League North,1,46,84.0,21.0,86.0,13.31,8.06,86.0,84.0,3.06,0.0,3.06,0.26,1.99,41%
2000137499,Morgan Wigley,AM (R),18,"5'11""",0,525,,30/6/2025,2656,Hereford,Vanarama National League North,1,50,83.0,21.0,82.0,15.18,6.68,82.0,83.0,4.03,0.0,4.03,0.21,1.02,33%
28127130,Ethan Fitzhugh,AM (RC),21,"5'8""",0,0,,-,1387,Banbury,Vanarama National League North,1,44,83.0,21.0,74.0,10.91,7.27,74.0,83.0,1.98,0.0,1.98,0.2,1.75,44%
48043754,Dylan Fage,AM (L),25,"5'10""",0,575,,-,3776,Worthing,Vanarama National League South,1,50,86.0,21.0,86.0,18.5,5.1,86.0,86.0,2.17,0.0,2.17,0.2,1.33,46%
5102897,Mark Marshall,AM (R),38,"5'7""",0,275,,30/6/2024,3011,Hampton & Richmond,Vanarama National League South,1,50,88.0,20.0,91.0,17.46,6.01,91.0,88.0,2.09,0.0,2.09,0.16,1.08,42%
29131412,Dion Sembie-Ferris,M/AM (RL),28,"5'9""",0,575,,30/6/2024,2208,Scunthorpe,Vanarama National League North,1,64,85.0,20.0,77.0,26.74,7.58,77.0,85.0,24.04,0.0,24.04,0.21,2.00,45%
89054430,Gabby Rogers,AM (RL),23,"5'8""",0,525,,30/6/2024,2109,King's Lynn,Vanarama National League North,1,50,83.0,20.0,79.0,14.68,6.66,79.0,83.0,3.12,0.0,3.12,0.22,1.24,38%
2000106507,Charlie Davis,"DM, M (C)",19,"5'9""",0,400,,30/6/2025,2563,Chelmsford,Vanarama National League South,1,56,89.0,20.0,71.0,15.6,12.47,71.0,89.0,1.48,0.0,1.48,0.1,0.91,27%
28095353,Dominic McHale,AM (RLC),27,"5'11""",0,700,,30/6/2024,4209,Scarborough Athletic,Vanarama National League North,1,50,87.0,20.0,77.0,8.55,5.26,77.0,87.0,1.88,0.0,1.88,0.17,1.56,40%
29156806,Liam Waldock,"DM, M/AM (C)",23,"5'10""",0,300,,30/6/2024,3574,Alfreton,Vanarama National League North,1,51,83.0,19.0,72.0,12.56,6.52,72.0,83.0,1.84,0.04000000000000001,1.84,0.15,1.56,39%
29191699,Jordan Stevens,M/AM (R),24,"5'10""",0,"1,300",,30/6/2026,2683,Yeovil,Vanarama National League South,1,50,87.0,19.0,79.0,19.52,4.6,79.0,87.0,3.52,0.0,3.52,0.15,2.01,40%
2000109166,Brad Williams,AM (R),19,"5'8""",0,0,,-,1263,King's Lynn,Vanarama National League North,1,50,82.0,19.0,74.0,14.96,6.77,74.0,82.0,3.71,0.0,3.71,0.21,1.71,38%
28105524,Jack Clarke,AM (C),25,"6'0""",0,675,,30/6/2024,1857,Eastbourne Borough,Vanarama National League South,1,57,85.0,19.0,92.0,25.62,10.08,92.0,85.0,2.58,0.0,2.58,0.14,1.55,41%
31052927,Leone Gravata,AM (C),23,"5'9""",0,625,,30/6/2025,2554,Eastbourne Borough,Vanarama National League South,1,57,83.0,19.0,84.0,27.49,7.05,84.0,83.0,2.71,0.0,2.71,0.14,1.30,54%
2000103932,Josh Castiglione,AM (R),27,"5'6""",0,425,,30/6/2025,2860,Chelmsford,Vanarama National League South,1,56,85.0,19.0,66.0,18.98,6.07,66.0,85.0,4.58,0.010000000000000009,4.58,0.24,1.01,28%
2000139853,Freddie Hockey,"AM (R), ST (C)",18,"5'9""",0,325,,30/6/2026,2880,Chelmsford,Vanarama National League South,1,56,86.0,18.0,79.0,19.01,2.25,79.0,86.0,3.57,0.0,3.57,0.11,1.09,40%
29218026,Harry Green,AM (L),22,"5'10""",0,600,,30/6/2025,4042,Scarborough Athletic,Vanarama National League North,1,50,87.0,18.0,73.0,13.54,8.77,73.0,87.0,3.83,0.0,3.83,0.31,1.87,48%
28061259,Scott Wilson,ST (C),31,"5'10""",0,575,,30/6/2026,4132,Bath City,Vanarama National League South,1,50,87.0,18.0,85.0,17.27,2.9,85.0,87.0,1.74,0.0,1.74,0.1,1.72,43%
90094244,Lewis Salmon,"AM (R), ST (C)",22,"5'9""",0,300,,30/6/2025,4002,Alfreton,Vanarama National League North,1,51,85.0,17.0,84.0,12.06,6.61,84.0,85.0,3.16,0.0,3.16,0.17,1.33,41%
2000146813,Theo Alexandrou,AM (RL),19,"5'8""",0,350,,30/6/2024,3213,Rushall,Vanarama National League North,1,50,87.0,17.0,81.0,11.26,6.13,81.0,87.0,3.36,0.0,3.36,0.13,1.51,31%
28070578,Alex Bray,AM (R),28,"5'10""",0,350,,30/6/2024,2929,Chippenham,Vanarama National League South,1,51,88.0,17.0,84.0,20.16,3.01,84.0,88.0,3.67,0.0,3.67,0.11,1.23,43%
30031156,Danny Lloyd,AM (RL),32,"5'7""",0,575,,30/6/2025,4038,Southport,Vanarama National League North,1,50,86.0,17.0,88.0,11.1,7.49,88.0,86.0,2.59,0.039999999999999994,2.59,0.22,1.32,47%
2000166560,Luther Munakandafa,"AM (RL), ST (C)",20,"5'9""",0,425,,30/6/2025,3915,Dartford,Vanarama National League South,1,51,88.0,17.0,73.0,19.72,2.46,73.0,88.0,2.28,0.0,2.28,0.08,2.00,37%
29224247,Corey McKeown,AM (RL),22,"5'10""",0,725,,30/6/2025,3989,Spennymoor,Vanarama National League North,1,46,86.0,16.0,82.0,12.66,7.42,82.0,86.0,3.07,0.0,3.07,0.26,1.44,44%
2000110089,Pharrell Brown,M/AM (R),19,"5'11""",0,200,,30/6/2025,3519,Rushall,Vanarama National League North,1,50,86.0,16.0,83.0,12.51,6.42,83.0,86.0,2.84,0.0,2.84,0.13,0.95,51%
2000140661,Hakeem Sandah,AM (RLC),19,"5'7""",0,475,,30/6/2025,3666,Boston Utd,Vanarama National League North,1,58,84.0,16.0,72.0,10.4,5.03,72.0,84.0,5.29,0.0,5.29,0.18,1.77,43%
29236669,Cameron Wilson,AM (R),21,"5'11""",0,875,,30/6/2025,2591,Scunthorpe,Vanarama National League North,1,64,88.0,15.0,81.0,26.88,7.02,81.0,88.0,23.9,0.07,23.9,0.2,1.70,35%
29174102,Alfie Beestin,M (C),26,"5'10""",0,"1,400",,30/6/2024,1067,Scunthorpe,Vanarama National League North,1,64,90.0,15.0,91.0,17.72,6.41,91.0,90.0,6.11,0.0,6.11,0.15,1.60,42%
2000147443,Gabriel Overton,ST (C),19,"5'10""",0,475,,30/6/2025,2752,Peterborough Sports,Vanarama National League North,1,47,87.0,15.0,74.0,7.47,5.62,74.0,87.0,1.89,0.0,1.89,0.17,2.49,55%
29068440,Michael Clunan,M (C),30,"5'10""",0,875,,30/6/2024,1167,Scunthorpe,Vanarama National League North,1,64,87.0,14.0,83.0,13.99,6.94,83.0,87.0,1.6,0.0,1.6,0.11,1.31,47%
61071573,Justin Johnson,M/AM (RL),27,"5'7""",0,700,,30/6/2026,3966,Chorley,Vanarama National League North,1,59,88.0,13.0,77.0,19.04,6.56,77.0,88.0,11.18,0.0,11.18,0.23,1.45,45%
28109889,Aidan Barlow,AM (C),24,"5'9""",0,"1,100",,30/6/2026,1748,Eastleigh,Vanarama National League,1,54,85.0,13.0,77.0,24.4,7.67,77.0,85.0,2.04,0.06,2.04,0.14,1.29,44%
90057559,Alex Newby,AM (RLC),28,"5'8""",0,"1,700",,30/6/2025,1323,Altrincham,Vanarama National League,1,50,85.0,12.0,90.0,15.24,4.9,90.0,85.0,3.06,0.06,3.06,0.2,0.88,54%
28101029,Decarrey Sheriff,ST (C),26,"5'10""",0,575,,30/6/2024,1606,Eastbourne Borough,Vanarama National League South,1,57,86.0,12.0,71.0,27.81,1.85,71.0,86.0,2.5,0.0,2.5,0.08,2.13,39%
29160424,Luke Burgess,AM (RLC),25,"5'9""",0,0,,-,3478,Southport,Vanarama National League North,1,50,84.0,12.0,79.0,9.81,5.69,79.0,84.0,1.97,0.0,1.97,0.1,0.93,33%
2000022092,Marcel Campbell,M/AM (C),20,"5'9""",0,525,,30/6/2025,2283,Bishop's Stortford,Vanarama National League North,1,50,87.0,10.0,70.0,9.19,5.76,70.0,87.0,1.5,0.0,1.5,0.15,1.06,41%
28122210,Dempsey Arlott-John,"AM (RL), ST (C)",22,"5'9""",0,180,,30/6/2024,1108,Tamworth,Vanarama National League North,1,51,88.0,9.0,85.0,12.18,6.74,85.0,88.0,4.4,0.0,4.4,0.25,1.62,30%
28091360,Cal Roberts,M/AM (R),27,"5'8""",0,"1,400",,30/6/2025,2174,Scunthorpe,Vanarama National League North,1,64,86.0,8.0,78.0,28.92,6.13,78.0,86.0,17.97,0.0,17.97,0.15,2.24,44%
2000111360,Kian Le Fondre,AM (L),20,"5'7""",0,250,,30/11/2026,"1,081",Longford,Irish First Division,2,50,86.0,20.0,71.0,12.16,5.66,71.0,86.0,2.33,0.0,2.33,0.15,0.67,25%
29217667,Will McGowan,"DM, M/AM (C)",22,"5'7""",0,500,Spirited,30/6/2026,"3,918",Blyth,Vanarama National League North,2,69,90.0,28.0,83.0,27.24,6.96,83.0,90.0,22.06,0.0,22.06,0.18,1.15,32%
29163844,Nathan Tshikuna,M/AM (C),26,"5'10""",0,575,Balanced,30/6/2026,"2,390",Barnet,Vanarama National League,2,50,86.0,28.0,79.0,20.64,8.17,79.0,86.0,1.77,0.0,1.77,0.2,1.81,48%
2002081385,Graeme Dall,M/AM (R),18,"5'10""",0,400,Fickle,30/6/2026,"3,179",Farsley,Vanarama National League North,2,47,82.0,34.0,80.0,11.79,8.24,80.0,82.0,1.52,0.0,1.52,0.11,1.78,35%
2000117449,Harry Scarborough,"AM (R), ST (C)",22,"6'3""",0,325,Balanced,30/6/2026,"1,165",Boston Utd,Vanarama National League North,2,50,85.0,67.0,75.0,10.12,4.94,75.0,85.0,1.78,0.0,1.78,0.11,3.40,52%
29127859,Frank Mulhern,"AM (RL), ST (C)",28,"5'11""",0,425,Balanced,30/6/2025,"2,468",Scarborough Athletic,Vanarama National League,2,50,84.0,41.0,77.0,19.84,3.06,77.0,84.0,1.86,0.04000000000000001,1.86,0.07,2.19,30%
2000026491,Aaron Korpal,AM (RL),20,"5'9""",0,525,,30/6/2025,"4,240",Buxton,Vanarama National League North,2,51,85.0,37.0,74.0,10.92,7.64,74.0,85.0,2.65,0.0,2.65,0.22,2.55,41%
29233082,Eno Nto,"AM (RL), ST (C)",22,"5'11""",0,500,,30/6/2025,"1,707",Buxton,Vanarama National League North,2,51,80.0,52.0,94.0,14.38,8.01,94.0,80.0,2.98,0.0,2.98,0.25,3.22,46%
2000183394,Liam Jones,"D (L), AM (LC), ST (C)",19,"5'9""",0,275,Balanced,30/6/2025,"2,778",Peterborough Sports,Vanarama National League North,2,52,86.0,13.0,80.0,7.91,4.96,80.0,86.0,2.18,0.0,2.18,0.15,2.01,47%
29156806,Liam Waldock,"DM, M/AM (C)",24,"5'10""",0,325,Balanced,30/6/2025,"1,733",Alfreton,Vanarama National League North,2,50,87.0,12.0,59.0,11.22,5.40,59.0,87.0,1.56,0.0,1.56,0.12,2.29,43%
29219102,Ken Charles,"AM (RL), ST (C)",24,"6'0""",0,375,Balanced,30/6/2025,"4,252",Banbury,Vanarama National League North,2,50,84.0,38.0,84.0,10.31,4.51,84.0,84.0,1.5,0.06999999999999995,1.5,0.14,2.77,41%
29233758,Billy Fewster,M/AM (RLC),21,"5'10""",0,475,Balanced,30/6/2025,"3,266",Alfreton,Vanarama National League North,2,50,84.0,48.0,85.0,13.81,7.33,85.0,84.0,3.47,0.0,3.47,0.19,2.18,39%
2000081565,Jack Tolley,WB/AM (RL),21,"5'11""",0,300,Balanced,30/6/2025,"4,021",Gloucester,Vanarama National League North,2,50,86.0,31.0,82.0,12.2,6.49,82.0,86.0,3.25,0.0,3.25,0.19,1.19,40%
29160424,Luke Burgess,"M (L), AM (RLC)",26,"5'9""",0,0,Balanced,-,"4,051",Southport,Vanarama National League North,2,46,83.0,20.0,80.0,9.6,7.13,80.0,83.0,1.68,0.0,1.68,0.27,1.69,49%
28122210,Dempsey Arlott-John,"AM (RL), ST (C)",23,"5'9""",0,0,Balanced,-,"4,140",Tamworth,Vanarama National League North,2,53,85.0,16.0,80.0,15.74,6.91,80.0,85.0,5.54,0.0,5.54,0.21,1.28,44%
